N,P,K,Soil_pH,Soil_Moisture,Soil_Type,Organic_Carbon,Electrical_Conductivity,Temperature,Humidity,Rainfall,Sunlight_Hours,Wind_Speed,Region,Altitude,Season,Irrigation_Type,Fertilizer_Used,Soil_pH_Bin,Altitude_Bin,Recommended_Crop
148,65,83,7.73,56.31,0,0.81,0.82,25.33,31.49,2974.36,4.68,10.19,2,2450,1,2,154.34,1,2,Rice
152,67,22,5.29,29.32,2,0.75,1.46,31.41,66.97,1691.86,10.2,4.59,3,1823,2,0,99.9,0,2,Rice
158,64,58,7.12,17.66,2,0.2,0.93,21.77,32.25,2405.59,5.88,13.35,4,827,1,0,298.33,1,0,Rice
147,62,20,7.26,56.38,3,0.4,0.37,10.09,74.53,633.22,5.85,16.55,2,2050,2,3,342.58,1,2,Wheat
149,82,14,6.28,32.95,1,0.72,2.43,14.58,34.58,1662.23,6.89,1.88,2,992,2,1,203.98,2,1,Wheat
151,24,85,5.04,58.45,3,0.73,1.16,21.14,41.48,2051.33,6.91,2.72,3,546,1,2,331.26,0,0,Rice
71,24,16,5.12,34.89,3,1.17,0.93,25.33,39.95,607.27,9.48,13.56,4,2481,0,3,56.5,0,2,Millet
47,61,73,6.6,17.2,2,0.38,0.79,33.63,77.69,2571.6,6.8,17.45,0,786,0,2,344.5,2,0,Rice
147,49,90,5.55,49.06,1,0.68,1.96,38.24,80.97,306.94,11.02,18.94,3,2199,0,3,148.33,0,2,Millet
77,69,52,7.89,19.5,1,0.92,1.86,17.59,49.73,2527.13,11.14,11.21,2,67,2,1,205.95,1,0,Wheat
115,14,100,6.0,13.42,3,0.73,1.84,20.08,58.11,311.72,5.45,8.21,0,8,0,2,242.51,0,0,Millet
76,65,30,6.32,41.07,2,1.41,0.73,32.12,86.86,1913.18,4.2,10.71,0,2333,2,1,257.39,2,2,Rice
107,60,31,4.82,26.23,2,1.13,0.38,10.56,54.39,227.93,6.75,17.15,3,1769,0,0,165.96,0,2,Cotton
106,26,42,7.16,27.65,2,1.15,2.09,34.04,72.56,1928.59,6.08,10.56,2,2147,1,3,346.48,1,2,Rice
49,25,104,5.61,52.14,3,1.3,0.56,34.25,42.57,789.05,8.24,9.94,3,658,1,0,298.15,0,0,Millet
143,65,72,7.6,35.77,0,0.92,0.18,34.37,60.97,2089.92,11.54,8.46,3,795,1,3,282.02,1,0,Rice
115,83,45,7.18,35.53,2,0.75,0.36,14.34,76.45,1582.7,4.55,15.93,0,793,1,0,80.43,1,0,Wheat
100,29,68,4.88,53.49,0,0.22,2.03,25.42,86.54,1909.74,8.84,9.25,0,669,0,2,268.87,0,0,Rice
49,83,14,8.37,39.57,0,0.3,2.04,22.54,30.46,2996.11,7.66,8.09,3,2419,2,3,137.74,1,2,Rice
51,15,41,7.22,25.47,1,1.13,0.31,26.0,40.81,206.28,7.0,13.73,1,936,2,3,142.0,1,1,Millet
155,30,103,7.6,30.57,3,0.76,1.21,33.27,30.09,2276.75,11.23,9.26,1,1787,2,1,271.77,1,2,Rice
93,38,97,4.97,39.88,1,1.44,2.37,37.52,81.1,360.05,8.85,17.66,2,1448,1,0,248.22,0,1,Millet
70,82,41,7.37,20.71,0,1.46,1.08,12.54,71.23,1482.7,5.82,7.04,2,496,0,2,196.99,1,0,Wheat
70,75,28,5.53,50.64,3,1.42,0.86,37.88,57.19,1387.41,4.29,17.65,0,457,1,0,55.64,0,0,Wheat
30,45,70,6.13,41.77,0,1.32,0.99,26.44,65.9,2259.13,4.5,3.56,1,1601,0,3,171.04,2,1,Rice
54,18,53,6.6,30.67,0,0.86,2.29,37.41,51.47,433.38,7.81,1.64,2,759,1,2,237.14,2,0,Millet
49,39,96,7.78,37.97,2,0.77,2.23,24.87,31.43,2031.15,11.33,17.65,3,27,1,2,248.37,1,0,Rice
66,38,16,5.94,51.32,1,1.45,0.89,11.68,39.01,2039.39,9.46,12.43,0,1957,1,1,248.29,0,2,Potato
32,63,46,5.63,56.98,0,1.14,2.3,35.93,57.75,278.0,8.1,1.5,0,918,0,2,109.92,0,1,Millet
37,53,115,4.99,20.64,0,0.81,2.11,37.06,81.06,1667.56,5.93,10.96,2,1122,2,2,336.26,0,1,Rice
23,85,65,5.14,32.41,2,1.48,1.44,14.04,33.82,357.02,8.29,18.37,2,510,0,2,281.11,0,0,Cotton
147,82,112,4.63,14.06,2,1.48,2.56,21.34,81.74,672.01,8.71,17.61,4,1574,2,1,303.38,0,1,Cotton
90,29,37,6.06,49.42,3,1.21,2.04,19.26,33.97,2150.29,6.77,1.94,4,1722,0,1,195.83,2,2,Wheat
120,22,19,4.95,55.9,0,0.76,0.78,24.51,45.91,467.15,11.08,2.92,3,2148,2,1,177.95,0,2,Rice
156,77,79,4.64,22.93,3,0.61,1.81,15.49,70.21,1808.16,7.87,2.96,3,875,1,1,302.17,0,1,Sugarcane
145,55,92,8.12,59.07,0,1.43,2.52,22.13,45.18,832.33,5.15,3.55,0,779,2,3,195.67,1,0,Cotton
74,14,44,6.55,28.35,2,1.35,1.63,12.96,57.79,723.48,7.42,16.29,2,898,1,0,238.14,2,1,Wheat
143,77,58,4.74,57.94,0,0.43,1.63,18.74,89.42,2464.4,4.68,5.48,1,2197,2,1,248.46,0,2,Sugarcane
106,66,119,6.08,48.98,3,0.93,2.18,27.43,43.78,2357.57,9.8,11.1,3,2489,2,3,221.56,2,2,Rice
60,37,23,8.09,26.39,1,1.33,2.92,39.17,30.21,1340.97,11.55,9.01,0,717,2,0,78.86,1,0,Millet
21,41,11,8.36,41.98,2,0.91,0.22,26.41,75.95,2351.82,9.17,1.2,2,2147,2,0,230.75,1,2,Rice
145,52,67,5.51,14.14,0,0.48,1.52,20.51,41.2,2206.98,7.12,11.81,4,1413,2,1,120.43,0,1,Rice
26,40,14,5.56,28.88,3,1.14,2.26,35.24,71.12,2799.37,4.32,6.63,1,1213,1,3,217.64,0,1,Rice
139,40,71,6.2,41.62,2,1.02,0.6,36.98,75.45,748.2,5.55,15.44,2,358,2,2,94.91,2,0,Millet
120,47,96,7.15,13.11,1,1.07,0.99,12.59,69.65,248.49,7.22,19.31,4,1571,2,0,294.43,1,1,Wheat
105,74,92,5.03,28.74,1,1.38,2.05,23.73,69.67,2164.32,4.9,4.72,2,336,2,3,231.96,0,0,Rice
111,65,107,5.66,51.58,0,0.25,0.34,10.48,41.19,1436.84,11.03,4.59,3,2060,2,2,51.91,0,2,Sugarcane
96,63,111,6.51,46.21,3,0.25,0.95,29.94,64.97,2161.38,6.4,10.69,2,1775,1,0,83.54,2,2,Rice
25,71,79,5.41,43.16,3,0.8,1.81,37.67,66.88,1724.56,7.04,14.51,0,757,1,2,296.06,0,0,Rice
66,88,104,7.08,52.49,2,0.8,2.09,14.01,74.46,200.78,11.26,8.46,4,859,2,3,143.78,1,1,Wheat
75,14,98,7.72,23.81,3,0.31,2.57,14.51,84.46,2742.83,8.43,14.25,1,1861,1,2,105.7,1,2,Wheat
120,36,14,4.77,20.9,3,0.32,1.31,25.66,38.86,1351.52,10.75,11.83,3,1828,0,2,308.69,0,2,Sugarcane
148,62,60,6.71,59.55,3,0.52,2.08,10.77,34.96,2401.46,4.32,3.86,3,1978,2,1,179.37,2,2,Wheat
32,87,83,5.83,48.37,1,0.95,1.21,11.95,69.44,442.46,6.7,4.72,1,30,1,2,207.29,0,0,Potato
79,53,78,6.36,12.92,2,0.71,2.9,23.65,44.24,1019.68,11.85,7.88,3,705,1,3,118.43,2,0,Barley
38,42,86,6.38,23.69,1,0.56,2.44,13.97,80.84,343.48,6.42,5.44,4,1380,1,2,343.63,2,1,Wheat
150,18,10,6.12,26.33,0,0.47,1.9,17.16,34.64,1194.78,9.79,7.75,4,1037,1,0,183.94,2,1,Wheat
80,32,60,7.13,21.26,0,1.03,0.4,12.16,58.76,653.98,4.34,18.9,2,2149,2,3,268.75,1,2,Wheat
59,20,96,7.61,41.93,0,0.36,0.54,18.56,40.65,2628.03,10.74,8.18,3,1353,2,3,138.47,1,1,Wheat
59,75,61,5.9,41.55,0,0.53,2.79,11.88,34.98,2841.3,9.6,10.83,3,62,1,0,225.97,0,0,Potato
141,43,83,4.94,20.37,3,0.61,2.58,32.09,45.01,1028.72,6.95,12.48,1,420,1,0,129.82,0,0,Sugarcane
22,38,104,7.7,50.21,1,1.11,0.19,28.89,67.32,2060.12,10.17,2.75,0,1635,0,3,166.63,1,1,Rice
122,56,54,7.86,40.92,1,0.62,0.11,27.76,82.29,497.03,12.0,2.32,1,196,0,2,117.99,1,0,Millet
152,61,46,5.93,53.28,3,1.44,2.05,19.18,54.1,1737.5,4.19,11.55,1,2424,2,0,296.39,0,2,Sugarcane
138,41,117,8.06,22.74,0,1.34,0.6,34.92,89.1,1847.32,8.67,14.9,4,1176,1,3,236.34,1,1,Rice
99,44,22,5.91,25.83,3,0.25,1.79,19.45,67.45,2784.85,4.24,7.73,2,928,1,0,128.86,0,1,Potato
86,18,22,7.66,38.2,1,0.21,0.94,21.94,62.28,1917.67,4.7,13.91,3,2000,2,2,284.28,1,2,Rice
41,73,25,7.23,28.96,2,0.26,2.65,18.11,86.25,2922.05,7.23,9.69,2,2004,1,0,286.19,1,2,Wheat
72,81,61,5.8,40.25,0,0.83,1.75,31.85,75.02,2439.53,4.07,4.99,4,14,2,2,145.56,0,0,Rice
82,79,45,5.68,22.36,3,0.46,0.26,21.98,32.32,2061.19,4.83,4.3,2,1067,0,1,65.29,0,1,Rice
112,22,22,7.31,59.79,1,0.32,1.53,36.89,50.43,1565.62,6.89,5.99,3,1828,2,2,171.62,1,2,Rice
89,69,75,7.46,21.96,1,1.5,2.04,17.59,50.77,2405.07,5.99,6.33,1,295,0,2,304.39,1,0,Wheat
95,54,55,5.96,20.28,1,0.72,2.27,27.71,68.8,2246.84,5.1,11.22,3,1817,1,3,228.23,0,2,Rice
25,56,106,5.09,48.97,1,0.98,1.33,15.16,61.51,825.25,4.92,2.07,3,2092,1,3,110.47,0,2,Barley
111,49,29,6.87,20.83,2,1.33,2.59,25.83,78.62,957.85,8.87,4.11,1,2067,1,0,127.78,2,2,Potato
41,76,41,4.88,38.72,1,0.39,1.72,17.19,78.83,332.15,11.4,9.38,1,2442,2,3,88.91,0,2,Tomato
134,15,48,5.46,59.67,3,0.58,1.53,15.09,87.17,1360.08,9.8,17.88,1,571,2,3,327.52,0,0,Sugarcane
66,65,27,5.34,12.67,3,1.48,0.38,21.73,60.31,2036.55,5.93,6.45,4,478,1,1,216.84,0,0,Rice
117,42,119,7.58,37.93,1,0.64,2.12,27.61,64.49,2179.81,8.16,19.74,3,1306,0,1,293.2,1,1,Rice
100,79,67,5.39,30.79,1,1.37,2.09,38.46,63.68,1404.83,9.01,3.91,4,1772,0,3,214.78,0,2,Pulses
24,21,84,5.32,46.26,0,0.52,1.3,31.21,43.88,1931.71,6.1,2.89,2,1199,1,1,134.08,0,1,Rice
73,45,102,5.22,46.16,3,0.52,2.87,15.82,49.91,2723.14,5.9,9.07,4,1944,1,0,257.47,0,2,Barley
79,53,29,5.89,15.31,0,1.28,1.17,33.5,58.88,2790.06,6.94,13.23,4,2461,0,2,232.21,0,2,Rice
123,14,66,8.36,11.7,0,1.17,1.64,35.46,79.67,2693.78,9.49,3.27,1,1093,1,0,60.38,1,1,Rice
93,12,62,6.76,19.18,3,0.31,2.3,23.51,68.44,2683.91,7.81,5.88,1,1766,1,2,99.77,2,2,Rice
106,50,73,6.79,44.58,3,1.11,0.67,23.88,42.29,1963.19,6.21,13.91,3,1707,2,3,51.68,2,2,Rice
22,32,28,6.21,35.3,3,0.34,2.88,22.3,50.13,1060.19,11.16,7.59,3,1313,0,2,112.14,2,1,Barley
128,35,80,8.49,12.87,3,1.24,0.83,31.23,35.67,2062.78,7.12,6.91,0,1854,1,1,91.65,1,2,Rice
156,42,31,4.99,39.25,0,0.71,1.36,26.98,83.58,1524.52,5.55,13.21,3,2107,2,0,146.83,0,2,Rice
146,71,19,6.65,35.98,0,0.87,0.96,22.5,42.19,276.92,6.1,15.65,1,671,0,2,145.05,2,0,Maize
24,36,117,8.2,51.07,2,1.48,2.61,24.48,61.52,2406.93,4.77,10.05,3,1109,0,0,307.43,1,1,Rice
39,46,33,6.8,28.95,2,0.27,1.43,20.7,88.56,1975.18,11.56,14.52,3,2358,2,2,220.59,2,2,Rice
108,59,72,5.68,49.4,3,0.26,1.95,25.34,58.51,675.46,7.88,14.54,3,1527,2,0,111.81,0,1,Millet
114,88,90,8.47,10.23,2,0.61,0.67,16.08,82.89,2941.12,4.23,4.12,4,1264,0,3,170.54,1,1,Wheat
64,32,110,7.23,58.28,1,0.74,1.78,31.85,87.35,2667.93,5.72,2.35,4,1191,1,0,228.16,1,1,Rice
76,23,116,7.2,12.74,1,0.65,2.56,24.3,54.27,1167.39,7.31,3.54,2,847,0,1,92.07,1,1,Wheat
111,63,87,7.09,47.91,0,0.56,1.3,11.34,55.72,1187.23,11.56,18.6,1,2423,0,3,334.25,1,2,Wheat
116,24,47,7.87,24.09,2,1.0,0.21,27.1,39.07,1652.48,11.23,10.94,0,91,1,3,115.21,1,0,Rice
72,65,34,7.26,48.12,1,1.11,1.46,23.94,54.27,2878.25,6.16,18.91,2,441,2,0,83.17,1,0,Rice
107,22,49,8.39,46.57,0,0.51,2.88,39.11,69.55,2686.02,6.57,12.04,3,958,0,0,57.74,1,1,Rice
59,47,28,5.83,38.78,1,0.68,1.99,30.84,81.68,1800.09,6.76,16.16,1,637,1,0,282.37,0,0,Rice
93,48,94,6.32,19.21,1,0.37,1.49,18.79,58.09,1794.28,10.56,7.79,0,2099,0,1,189.49,2,2,Wheat
104,43,15,5.08,36.16,0,0.84,2.34,21.38,56.49,1114.75,5.52,4.64,4,951,2,2,164.98,0,1,Sugarcane
155,66,112,6.33,39.99,1,0.85,2.57,29.08,44.5,1578.95,9.0,14.63,2,1744,2,3,52.35,2,2,Rice
84,10,13,7.9,22.52,1,1.44,0.48,29.0,69.79,1710.6,11.95,14.51,3,2267,2,2,93.55,1,2,Rice
23,21,57,4.7,11.31,3,1.23,2.19,24.17,74.49,1460.25,5.13,1.61,0,1757,0,2,238.09,0,2,Millet
80,11,82,8.28,59.7,3,1.39,2.35,39.87,68.68,1452.98,7.93,6.17,3,2321,1,1,156.46,1,2,Potato
138,17,109,5.05,30.27,1,0.39,0.43,37.63,42.23,1864.16,11.42,15.38,3,227,2,2,305.48,0,0,Rice
83,60,19,6.67,46.66,1,0.55,1.56,16.99,33.12,2937.18,4.43,1.5,3,445,1,1,328.43,2,0,Wheat
129,31,111,5.36,27.34,1,1.25,2.47,39.34,42.92,2362.03,7.77,12.13,0,2154,1,3,211.12,0,2,Rice
108,81,108,6.84,55.82,1,0.77,1.01,11.52,32.16,303.56,10.97,2.77,2,1044,0,0,72.84,2,1,Wheat
32,36,29,7.81,16.27,1,0.72,0.56,32.0,79.01,1411.32,8.06,7.95,1,1791,2,3,333.6,1,2,Rice
125,29,29,6.95,53.88,2,0.25,1.11,23.88,63.48,2166.93,10.44,18.69,1,1720,2,1,204.8,2,2,Rice
151,74,10,7.63,14.19,2,0.27,2.82,30.56,65.86,1649.43,4.55,7.51,2,259,0,2,171.05,1,0,Rice
23,71,53,7.08,53.54,3,0.45,1.72,11.1,56.61,2969.52,10.1,17.88,0,1179,0,0,83.42,1,1,Wheat
43,70,39,6.94,10.28,0,0.9,1.06,11.43,80.29,1416.74,4.23,5.34,3,995,0,2,319.1,2,1,Wheat
138,58,58,5.4,22.37,0,1.33,2.59,23.69,75.97,1793.06,6.24,17.89,4,2114,1,1,104.34,0,2,Rice
93,67,41,7.94,12.07,1,1.43,0.22,15.54,69.03,2024.81,9.46,15.0,4,1179,0,0,163.2,1,1,Wheat
120,56,89,7.31,26.2,2,0.58,2.41,38.34,52.67,2797.44,10.79,5.57,4,701,2,2,180.97,1,0,Rice
146,84,53,5.11,50.05,3,0.29,2.59,29.67,44.16,2818.26,6.43,5.48,1,1198,0,1,298.35,0,1,Rice
41,19,73,6.87,18.19,3,0.77,2.39,16.01,36.6,2571.64,8.52,15.38,2,1445,0,1,153.89,2,1,Wheat
56,52,51,6.63,30.99,0,0.59,0.28,23.07,73.94,1748.26,11.35,3.16,4,1218,2,1,141.76,2,1,Rice
71,30,75,6.55,25.14,3,1.08,0.48,34.86,44.65,1662.04,11.62,13.81,0,192,0,1,176.1,2,0,Rice
68,88,92,6.37,12.23,0,1.23,0.48,13.47,30.5,485.01,7.62,19.45,0,320,1,3,113.87,2,0,Wheat
144,73,12,6.8,19.36,0,0.4,1.42,14.87,31.1,2903.62,6.51,12.71,1,1631,2,1,147.09,2,1,Wheat
76,17,92,5.21,34.05,3,0.91,0.22,21.53,30.65,378.3,11.8,7.3,2,2013,2,0,293.37,0,2,Wheat
72,35,74,5.39,50.73,0,1.26,2.17,18.93,56.38,802.78,6.03,7.03,2,1735,2,3,54.42,0,2,Cotton
65,60,79,7.41,20.83,3,0.73,0.17,33.45,35.56,1484.35,7.06,19.45,3,2459,0,2,196.92,1,2,Wheat
27,47,14,5.42,15.77,0,0.26,0.72,24.52,64.3,1712.77,8.18,5.45,0,1963,2,2,206.74,0,2,Rice
44,69,111,8.23,44.77,2,1.18,1.76,26.08,41.19,2668.52,8.43,17.19,2,726,2,0,175.41,1,0,Rice
157,49,14,7.85,45.43,3,1.43,0.34,15.99,33.08,2615.68,4.44,3.35,2,789,0,0,210.15,1,0,Wheat
82,39,66,7.61,49.28,1,0.7,0.54,15.8,46.89,758.85,4.43,5.91,4,401,2,3,177.91,1,0,Wheat
84,58,93,5.67,42.61,2,1.3,2.85,27.99,73.7,2587.45,7.86,1.96,0,1278,2,1,286.85,0,1,Rice
158,51,88,5.75,19.39,2,1.36,1.03,27.72,51.32,2297.63,5.06,6.34,4,1268,0,3,110.22,0,1,Rice
122,50,44,5.49,23.25,2,0.21,2.64,20.9,64.6,1835.91,6.05,13.23,4,312,0,3,308.86,0,0,Rice
25,79,46,5.54,28.87,1,0.34,0.36,17.12,49.19,2182.94,10.25,17.51,0,352,2,1,199.49,0,0,Barley
132,59,17,5.33,52.45,3,0.56,1.98,16.11,31.89,1658.57,10.37,4.63,2,1732,0,3,266.54,0,2,Sugarcane
67,33,107,5.95,43.72,0,0.97,1.77,19.18,66.84,1693.63,7.59,3.55,1,682,1,3,305.12,0,0,Potato
110,72,99,7.33,59.25,2,1.14,0.61,35.56,56.82,1833.56,7.95,11.59,3,342,2,3,306.71,1,0,Rice
135,78,30,4.59,52.52,0,1.43,1.48,25.63,37.23,1929.89,7.95,5.71,1,767,2,3,233.0,0,0,Rice
31,59,25,5.43,37.97,2,0.46,2.64,27.36,50.46,1647.53,10.84,17.29,1,1444,2,2,290.04,0,1,Rice
128,34,45,6.27,49.17,3,1.39,2.21,32.31,41.9,929.3,4.67,8.71,0,378,1,0,257.94,2,0,Wheat
96,32,76,7.06,52.85,0,1.37,2.96,36.62,55.51,570.82,11.98,2.89,1,1993,0,3,168.88,1,2,Millet
151,30,104,6.15,30.71,3,0.48,0.4,17.93,77.63,1080.2,8.59,9.57,4,57,2,3,248.91,2,0,Wheat
58,30,110,5.62,58.03,0,0.61,1.08,34.02,59.5,2297.05,5.7,17.54,4,687,2,3,343.91,0,0,Rice
131,33,99,4.57,22.72,1,0.53,0.4,24.02,32.95,1959.5,8.65,17.82,4,945,2,1,57.1,0,1,Rice
142,29,97,4.79,30.19,0,0.55,2.71,29.36,86.11,2502.04,7.01,9.5,4,1475,1,2,307.42,0,1,Rice
113,61,73,6.57,58.28,0,1.0,0.72,32.52,88.6,891.89,8.07,11.81,1,1671,0,3,346.15,2,2,Rice
104,18,114,6.73,44.13,3,1.27,2.07,22.44,35.86,2385.75,6.99,7.0,3,181,1,1,187.39,2,0,Rice
52,63,116,8.12,18.14,2,0.68,0.8,17.3,84.76,919.94,5.94,13.62,2,376,2,2,331.16,1,0,Wheat
109,34,42,6.45,48.51,0,1.27,2.68,19.0,62.63,563.08,11.89,11.51,3,416,2,2,77.75,2,0,Wheat
125,81,97,6.76,57.64,3,0.27,2.42,33.51,36.56,1981.58,7.53,17.39,4,797,0,2,125.61,2,0,Rice
150,32,57,6.72,53.27,2,1.25,0.86,37.82,33.85,779.14,5.69,1.32,2,2252,0,3,55.06,2,2,Millet
87,34,15,5.11,20.66,3,1.31,1.5,26.49,56.79,2521.82,7.46,17.3,3,1934,2,3,171.29,0,2,Rice
115,40,34,6.66,52.19,2,1.27,0.79,13.44,59.69,1058.54,7.53,12.81,0,1915,1,3,267.24,2,2,Wheat
49,25,77,7.56,45.33,2,0.52,2.4,20.9,86.54,696.73,11.64,10.11,0,326,2,0,260.49,1,0,Cotton
147,15,89,5.14,37.9,0,1.2,0.62,14.27,45.74,714.59,11.88,5.69,2,882,0,1,53.97,0,1,Barley
66,16,32,4.76,55.93,3,1.22,0.2,19.61,47.51,327.97,4.14,19.77,4,1393,2,1,277.56,0,1,Pulses
93,68,118,6.79,37.89,0,0.87,1.09,29.64,66.12,2956.73,10.12,1.08,1,23,1,1,76.34,2,0,Rice
33,27,118,7.26,38.6,2,0.9,1.28,22.12,49.94,2398.82,6.93,3.4,0,772,1,3,280.2,1,0,Rice
106,58,47,6.98,31.26,2,1.13,2.04,23.15,76.01,1914.26,11.01,2.58,0,248,0,1,308.65,2,0,Rice
142,38,27,6.86,40.82,3,1.01,1.25,18.18,49.93,2816.68,7.9,17.43,4,402,1,1,59.91,2,0,Wheat
129,29,12,5.4,29.37,1,0.57,2.38,37.14,40.15,2645.77,7.22,4.09,0,959,0,3,168.35,0,1,Rice
42,53,111,7.53,45.5,1,0.37,0.63,35.61,56.94,2100.77,5.83,11.21,0,1539,0,0,190.51,1,1,Rice
58,43,70,4.62,38.88,1,0.28,0.65,34.67,35.07,2123.66,11.93,6.68,4,484,2,1,319.36,0,0,Rice
44,73,112,8.29,41.83,0,1.4,0.8,27.12,51.86,2645.1,7.45,13.39,0,1022,0,2,330.11,1,1,Rice
39,71,11,6.09,35.38,3,1.13,1.95,10.14,32.97,2890.03,6.03,19.78,2,258,1,3,201.94,2,0,Wheat
125,70,10,6.54,30.39,3,1.29,0.66,34.72,78.23,1554.73,9.22,14.78,3,273,2,0,202.86,2,0,Rice
90,67,58,7.41,39.85,3,0.94,1.08,11.14,50.02,2848.34,8.77,18.9,2,2237,1,3,151.83,1,2,Wheat
29,21,98,6.63,14.81,2,0.89,1.77,12.53,48.28,1742.49,6.54,6.67,0,385,1,2,342.33,2,0,Wheat
80,75,47,5.54,46.79,2,0.82,1.58,31.46,49.45,1547.88,6.2,17.59,1,2254,0,2,284.97,0,2,Rice
78,74,66,4.93,48.5,0,0.27,1.0,29.43,46.88,2849.92,7.08,11.17,2,261,1,2,197.71,0,0,Rice
67,16,22,7.58,55.96,3,1.43,0.23,23.19,39.1,2575.53,8.41,16.43,1,732,1,2,298.35,1,0,Rice
51,49,27,5.24,21.63,3,0.88,2.92,20.76,75.21,2932.81,8.3,13.73,1,1213,0,0,105.73,0,1,Rice
155,40,22,7.57,54.66,0,0.99,1.3,28.75,43.58,1421.9,5.1,8.29,0,355,1,3,334.56,1,0,Sugarcane
57,35,70,5.42,59.73,0,1.4,2.32,35.47,71.0,333.44,6.69,7.31,2,1046,1,1,64.66,0,1,Millet
122,82,108,4.7,32.29,0,1.5,2.17,26.45,51.28,407.84,4.74,9.14,1,126,2,0,319.55,0,0,Millet
128,44,61,5.24,29.61,2,0.55,0.16,36.51,61.72,1875.82,4.15,1.33,2,343,0,2,137.24,0,0,Rice
127,11,99,5.79,35.71,0,1.28,1.66,21.12,41.88,1600.17,6.31,16.45,4,1620,2,1,186.15,0,1,Rice
64,26,73,6.57,36.27,3,0.69,1.0,29.04,37.55,286.25,7.07,16.98,4,950,0,3,51.15,2,1,Millet
28,42,80,8.45,13.37,2,0.7,1.81,30.75,35.36,2275.72,5.76,5.32,3,2181,1,1,293.25,1,2,Rice
130,77,76,5.41,33.21,0,1.37,1.87,24.92,68.47,785.54,9.54,11.49,3,1799,2,2,147.57,0,2,Millet
86,69,43,7.77,50.52,0,1.15,0.89,35.39,85.88,1175.93,11.31,8.6,0,2117,1,0,334.72,1,2,Barley
145,71,100,5.11,57.29,2,1.19,2.1,10.09,66.74,2251.73,4.94,18.61,2,1715,2,2,69.2,0,2,Sugarcane
43,15,47,7.65,29.22,3,0.39,1.34,17.69,81.06,455.47,9.67,17.65,1,2042,1,1,244.56,1,2,Wheat
35,38,25,5.82,51.16,0,1.03,0.63,19.68,65.79,1284.72,10.86,19.72,1,2157,0,1,327.0,0,2,Maize
93,42,100,7.23,36.69,0,0.33,1.73,13.01,44.73,586.87,6.28,11.7,3,666,0,0,121.23,1,0,Wheat
119,33,102,7.94,56.47,1,1.06,0.34,15.51,76.6,1270.17,4.51,7.78,2,964,2,2,266.12,1,1,Wheat
95,18,31,7.66,28.39,0,0.88,2.86,27.31,56.07,290.31,11.79,11.82,4,923,0,2,302.14,1,1,Millet
38,55,62,7.83,18.25,2,0.33,1.75,16.04,35.12,737.56,5.14,13.79,4,577,1,2,181.81,1,0,Wheat
104,75,50,5.59,10.69,2,0.81,0.35,33.18,53.47,2657.98,4.38,10.29,2,2035,2,0,114.26,0,2,Rice
45,12,41,6.62,11.54,0,0.95,2.19,25.24,42.4,1636.16,11.62,2.8,2,232,0,2,333.04,2,0,Rice
39,31,52,5.0,48.77,0,0.89,1.41,31.74,56.28,2754.71,10.89,11.03,4,2312,1,2,137.51,0,2,Rice
45,64,40,5.48,37.11,2,0.47,1.12,32.18,31.43,2659.55,8.71,17.08,3,142,1,2,346.39,0,0,Rice
76,69,68,6.39,17.02,3,0.46,2.58,14.98,55.53,1750.77,7.08,1.68,3,1809,0,3,245.87,2,2,Wheat
54,40,90,5.0,33.79,3,1.03,2.98,36.24,73.63,2610.26,11.67,14.06,1,2139,1,1,189.71,0,2,Rice
92,18,75,8.11,35.58,0,1.1,2.95,32.77,47.98,1916.25,9.85,16.08,1,796,1,3,165.36,1,0,Rice
45,18,56,7.37,38.86,3,1.46,1.76,25.8,62.48,637.48,6.1,18.3,1,1963,2,0,200.07,1,2,Millet
69,41,60,7.76,26.17,1,0.29,2.24,19.36,84.3,2192.46,11.66,7.72,2,1537,2,3,291.78,1,1,Wheat
64,69,57,6.79,48.85,0,1.3,0.16,30.64,79.02,2491.92,6.0,6.72,4,1031,1,3,312.19,2,1,Rice
39,52,45,5.2,41.4,2,0.69,1.46,19.4,63.39,768.86,8.3,14.68,1,49,1,3,254.95,0,0,Wheat
108,78,58,8.44,21.15,1,0.62,2.97,27.26,63.59,2211.06,4.26,15.66,4,959,0,2,178.65,1,1,Rice
85,46,67,5.43,32.77,0,0.74,0.11,36.56,67.99,2997.84,9.54,9.13,0,2034,0,2,161.1,0,2,Rice
44,76,103,6.21,19.65,1,0.92,0.74,33.08,72.64,2536.13,10.77,2.89,4,842,1,2,269.45,2,1,Rice
131,14,42,4.65,30.39,1,0.78,0.51,31.54,42.81,1682.5,4.58,19.54,1,119,1,1,238.82,0,0,Rice
93,58,112,5.54,54.59,2,1.43,1.82,39.49,66.96,1740.18,7.06,2.09,1,313,0,3,127.12,0,0,Rice
136,57,47,6.81,40.58,1,1.38,2.33,19.59,61.99,547.95,11.0,14.71,4,1383,0,1,276.39,2,1,Wheat
149,25,90,5.59,39.53,2,0.34,1.17,21.43,77.14,2352.06,4.94,19.13,2,300,2,0,308.33,0,0,Rice
119,80,51,7.54,14.34,3,0.6,2.69,10.13,80.65,415.53,4.88,7.49,0,1765,2,3,265.1,1,2,Wheat
31,17,111,6.19,44.03,1,1.2,0.32,33.56,42.9,1795.5,9.59,16.84,1,2385,1,1,302.47,2,2,Rice
